Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,dataset
Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 21:25:00,2022-03-13 08:15:00,10h 50m,1 stop,In-flight meal not included,9134.0,train
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 18:55:00,2022-03-13 13:15:00,18h 20m,1 stop,In-flight meal not included,11087.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-05-02 04:40:00,14h 35m,1 stop,No info,13941.0,train
Air India,2019-03-06,Delhi,Cochin,DEL → COK,2022-01-05 05:10:00,2022-01-05 08:00:00,2h 50m,non-stop,No info,5201.0,train
IndiGo,2019-04-24,Delhi,Cochin,DEL → HYD → COK,2022-01-05 05:05:00,2022-01-05 16:10:00,11h 5m,1 stop,No info,6171.0,train
Air Asia,2019-01-03,Kolkata,Banglore,CCU → BLR,2022-01-05 19:35:00,2022-01-05 22:05:00,2h 30m,non-stop,No info,5964.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:10:00,2022-05-28 19:00:00,23h 50m,2 stops,No info,15129.0,train
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 09:40:00,2022-05-19 12:35:00,26h 55m,2 stops,In-flight meal not included,13029.0,train
Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,2022-01-05 08:20:00,2022-01-05 11:20:00,3h,non-stop,In-flight meal not included,4030.0,train
GoAir,2019-05-18,Kolkata,Banglore,CCU → AMD → BLR,2022-01-05 16:40:00,2022-05-19 00:15:00,7h 35m,1 stop,No info,10586.0,train
Air India,2019-06-03,Mumbai,Hyderabad,BOM → JAI → DEL → HYD,2022-01-05 11:35:00,2022-03-07 19:25:00,31h 50m,2 stops,No info,17926.0,train
Jet Airways,2019-06-06,Delhi,Cochin,DEL → COK,2022-01-05 11:00:00,2022-01-05 14:15:00,3h 15m,non-stop,No info,9564.0,train
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → GAU → BLR,2022-01-05 10:20:00,2022-01-05 17:35:00,7h 15m,1 stop,No info,8355.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:20:00,2022-06-07 01:30:00,15h 10m,1 stop,No info,6795.0,train
Air India,2019-05-15,Delhi,Cochin,DEL → BLR → COK,2022-01-05 13:30:00,2022-05-16 08:15:00,18h 45m,1 stop,No info,10671.0,train
Air India,2019-03-27,Delhi,Cochin,DEL → UDR → BOM → COK,2022-01-05 13:20:00,2022-03-28 07:40:00,18h 20m,2 stops,No info,10178.0,train
Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 07:10:00,2022-06-13 09:05:00,25h 55m,1 stop,No info,7927.0,train
Air India,2019-05-18,Mumbai,Hyderabad,BOM → HYD,2022-01-05 13:55:00,2022-01-05 15:25:00,1h 30m,non-stop,No info,3100.0,train
Air India,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:45:00,2022-03-07 19:15:00,23h 30m,2 stops,No info,12646.0,train
IndiGo,2019-06-03,Delhi,Cochin,DEL → BLR → COK,2022-01-05 05:05:00,2022-01-05 10:05:00,5h,1 stop,No info,7894.0,train
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,2022-01-05 01:30:00,2022-01-05 04:15:00,2h 45m,non-stop,No info,3943.0,train
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:25:00,2022-01-05 19:15:00,7h 50m,1 stop,No info,7575.0,train
Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 05:25:00,2022-03-07 19:45:00,38h 20m,2 stops,No info,16914.0,train
Vistara,2019-06-24,Delhi,Cochin,DEL → COK,2022-01-05 14:40:00,2022-01-05 17:50:00,3h 10m,non-stop,No info,6216.0,train
IndiGo,2019-05-21,Delhi,Cochin,DEL → BLR → COK,2022-01-05 17:05:00,2022-01-05 22:15:00,5h 10m,1 stop,No info,6147.0,train
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:30:00,2022-05-16 01:30:00,8h,1 stop,No info,6979.0,train
Air India,2019-05-27,Delhi,Cochin,DEL → COK,2022-01-05 18:05:00,2022-01-05 21:10:00,3h 5m,non-stop,No info,6094.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 20:50:00,2022-03-28 04:25:00,7h 35m,1 stop,No info,12242.0,train
Air India,2019-12-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,2022-01-05 12:00:00,2022-01-05 21:50:00,9h 50m,2 stops,No info,9416.0,train
Air India,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 13:15:00,2022-03-22 09:25:00,20h 10m,2 stops,No info,7107.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 21:25:00,2022-06-10 19:00:00,21h 35m,2 stops,No info,13292.0,train
IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,2022-01-05 07:55:00,2022-01-05 10:15:00,2h 20m,non-stop,No info,7295.0,train
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,2022-01-05 00:30:00,2022-01-05 03:25:00,2h 55m,non-stop,No info,4423.0,train
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,2022-01-05 23:30:00,2022-03-28 02:20:00,2h 50m,non-stop,No info,5694.0,train
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 05:45:00,2022-01-05 10:25:00,4h 40m,1 stop,In-flight meal not included,8147.0,train
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-05-28 01:30:00,12h 30m,1 stop,No info,13377.0,train
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 14:05:00,2022-03-07 00:45:00,10h 40m,1 stop,In-flight meal not included,13502.0,train
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BHO → BOM → COK,2022-01-05 05:40:00,2022-03-10 04:25:00,22h 45m,2 stops,In-flight meal not included,13764.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 17:00:00,2022-06-07 09:45:00,16h 45m,1 stop,No info,12692.0,train
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,2022-01-05 17:15:00,2022-01-05 19:50:00,2h 35m,non-stop,No info,4804.0,train
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-04-02 09:20:00,24h 55m,1 stop,In-flight meal not included,7064.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 12:35:00,5h 30m,1 stop,No info,14924.0,train
IndiGo,2019-01-03,Kolkata,Banglore,CCU → BLR,2022-01-05 15:20:00,2022-01-05 17:55:00,2h 35m,non-stop,No info,6565.0,train
Air India,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 16:40:00,2022-05-19 19:15:00,26h 35m,2 stops,No info,9863.0,train
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-01-05 21:00:00,5h,1 stop,No info,7725.0,train
Air India,2019-05-15,Delhi,Cochin,DEL → GOI → BOM → COK,2022-01-05 22:00:00,2022-05-16 19:15:00,21h 15m,2 stops,No info,11281.0,train
Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,2022-01-05 19:35:00,2022-01-05 21:05:00,1h 30m,non-stop,In-flight meal not included,3210.0,train
Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,2022-01-05 19:00:00,2022-05-02 04:40:00,9h 40m,1 stop,No info,6117.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-06-25 04:25:00,12h 25m,1 stop,In-flight meal not included,10262.0,train
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,2022-01-05 04:00:00,2022-01-05 06:50:00,2h 50m,non-stop,No info,3943.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-06-13 04:40:00,9h 45m,1 stop,No info,12576.0,train
Air Asia,2019-04-21,Delhi,Cochin,DEL → BLR → COK,2022-01-05 07:55:00,2022-01-05 13:25:00,5h 30m,1 stop,No info,7452.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 16:20:00,9h 50m,1 stop,No info,14781.0,train
Air India,2019-12-06,Kolkata,Banglore,CCU → BBI → BLR,2022-01-05 09:10:00,2022-01-05 13:15:00,4h 5m,1 stop,No info,8996.0,train
Air India,2019-06-03,Delhi,Cochin,DEL → BLR → COK,2022-01-05 13:30:00,2022-03-07 08:15:00,18h 45m,1 stop,No info,11563.0,train
IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,2022-01-05 04:00:00,2022-01-05 06:50:00,2h 50m,non-stop,No info,4777.0,train
IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,2022-01-05 15:30:00,2022-01-05 18:05:00,2h 35m,non-stop,No info,4174.0,train
SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,2022-01-05 17:10:00,2022-01-05 19:40:00,2h 30m,non-stop,No check-in baggage included,3841.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → ATQ → BOM → COK,2022-01-05 18:20:00,2022-06-25 04:25:00,10h 5m,2 stops,No info,13775.0,train
Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,2022-01-05 17:20:00,2022-03-28 09:25:00,16h 5m,1 stop,No info,5117.0,train
Jet Airways,2019-06-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 19:35:00,2022-01-05 21:05:00,1h 30m,non-stop,No info,5678.0,train
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-01-05 19:00:00,5h,1 stop,In-flight meal not included,5177.0,train
SpiceJet,2019-09-05,Delhi,Cochin,DEL → BLR → COK,2022-01-05 17:55:00,2022-01-05 22:50:00,4h 55m,1 stop,No info,5975.0,train
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,2022-01-05 00:40:00,2022-01-05 03:25:00,2h 45m,non-stop,No info,6860.0,train
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,2022-01-05 09:35:00,2022-01-05 12:20:00,2h 45m,non-stop,No info,4804.0,train
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-06-28 01:30:00,14h,1 stop,No info,13377.0,train
Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 19:15:00,9h 15m,1 stop,No info,8372.0,train
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 21:00:00,12h,1 stop,No info,7933.0,train
IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 06:25:00,2022-01-05 07:55:00,1h 30m,non-stop,No info,4049.0,train
Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,2022-01-05 10:00:00,2022-01-05 12:45:00,2h 45m,non-stop,No info,11423.0,train
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-05-16 16:20:00,21h 25m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 09:40:00,2022-03-23 04:25:00,42h 45m,2 stops,No info,12819.0,train
SpiceJet,2019-04-18,Banglore,Delhi,BLR → DEL,2022-01-05 21:10:00,2022-04-19 00:05:00,2h 55m,non-stop,No info,5621.0,train
Air India,2019-09-05,Banglore,Delhi,BLR → DEL,2022-01-05 17:00:00,2022-01-05 19:45:00,2h 45m,non-stop,No info,5228.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 05:25:00,2022-03-28 19:45:00,38h 20m,2 stops,In-flight meal not included,9254.0,train
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,2022-01-05 06:25:00,2022-01-05 07:55:00,1h 30m,non-stop,No info,4392.0,train
Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,2022-01-05 10:20:00,2022-01-05 11:50:00,1h 30m,non-stop,No info,8040.0,train
Air Asia,2019-04-27,Banglore,Delhi,BLR → DEL,2022-01-05 11:10:00,2022-01-05 13:55:00,2h 45m,non-stop,No info,4483.0,train
Air India,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 09:45:00,2022-03-04 09:25:00,23h 40m,2 stops,No info,12760.0,train
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,2022-01-05 15:15:00,2022-01-05 18:10:00,2h 55m,non-stop,No info,7229.0,train
Vistara,2019-04-24,Banglore,Delhi,BLR → DEL,2022-01-05 07:00:00,2022-01-05 09:40:00,2h 40m,non-stop,No info,5403.0,train
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:00:00,2022-01-05 19:15:00,12h 15m,1 stop,No info,7934.0,train
GoAir,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 23:30:00,2022-05-16 07:45:00,8h 15m,1 stop,No info,6945.0,train
SpiceJet,2019-06-04,Banglore,Delhi,BLR → DEL,2022-01-05 09:30:00,2022-01-05 12:20:00,2h 50m,non-stop,No info,4423.0,train
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 07:10:00,2022-01-05 08:35:00,1h 25m,non-stop,No info,8040.0,train
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 19:00:00,11h,1 stop,In-flight meal not included,11399.0,train
Jet Airways,2019-04-21,Delhi,Cochin,DEL → COK,2022-01-05 11:00:00,2022-01-05 14:15:00,3h 15m,non-stop,In-flight meal not included,7202.0,train
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-01-05 21:00:00,9h 30m,1 stop,No info,13727.0,train
SpiceJet,2019-06-24,Delhi,Cochin,DEL → BLR → COK,2022-01-05 17:55:00,2022-01-05 22:50:00,4h 55m,1 stop,No info,4957.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-01-05 19:00:00,6h,1 stop,In-flight meal not included,10262.0,train
SpiceJet,2019-03-04,Mumbai,Hyderabad,BOM → HYD,2022-01-05 05:45:00,2022-01-05 07:15:00,1h 30m,non-stop,No info,2017.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 18:15:00,2022-03-28 04:25:00,10h 10m,1 stop,No info,12242.0,train
Jet Airways,2019-01-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 10:20:00,2022-01-05 11:50:00,1h 30m,non-stop,No info,10875.0,train
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-01-05 20:45:00,6h 40m,1 stop,In-flight meal not included,10844.0,train
Air Asia,2019-03-06,Kolkata,Banglore,CCU → BLR,2022-01-05 10:20:00,2022-01-05 12:55:00,2h 35m,non-stop,No info,4409.0,train
Air India,2019-03-21,Banglore,New Delhi,BLR → COK → DEL,2022-01-05 06:55:00,2022-01-05 23:20:00,16h 25m,1 stop,No info,6987.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BHO → BOM → COK,2022-01-05 05:40:00,2022-03-28 04:25:00,22h 45m,2 stops,No info,12074.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:25:00,2022-01-05 19:15:00,7h 50m,1 stop,No info,7354.0,train
Air India,2019-03-06,Delhi,Cochin,DEL → CCU → BOM → COK,2022-01-05 16:55:00,2022-06-04 19:15:00,26h 20m,2 stops,No info,13381.0,train
Air India,2019-06-15,Delhi,Cochin,DEL → COK,2022-01-05 05:10:00,2022-01-05 08:00:00,2h 50m,non-stop,No info,5201.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:30:00,2022-05-02 12:00:00,19h 30m,1 stop,In-flight meal not included,9663.0,train
Air India,2019-09-05,Delhi,Cochin,DEL → COK,2022-01-05 18:05:00,2022-01-05 21:10:00,3h 5m,non-stop,No info,6094.0,train
Jet Airways,2019-12-05,Delhi,Cochin,DEL → COK,2022-01-05 11:00:00,2022-01-05 14:15:00,3h 15m,non-stop,In-flight meal not included,7202.0,train
Vistara,2019-06-06,Chennai,Kolkata,MAA → CCU,2022-01-05 17:45:00,2022-01-05 20:05:00,2h 20m,non-stop,No info,11982.0,train
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 07:00:00,2022-01-05 16:10:00,9h 10m,1 stop,In-flight meal not included,7832.0,train
Air India,2019-09-03,Chennai,Kolkata,MAA → CCU,2022-01-05 11:40:00,2022-01-05 13:55:00,2h 15m,non-stop,No info,7817.0,train
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-01-05 19:00:00,6h,1 stop,In-flight meal not included,12373.0,train
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-01-05 18:15:00,9h 50m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,2022-01-05 06:45:00,2022-06-10 12:35:00,29h 50m,2 stops,No info,13376.0,train
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,2022-01-05 09:45:00,2022-01-05 16:10:00,6h 25m,1 stop,No info,9646.0,train
SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,2022-01-05 22:20:00,2022-06-07 00:40:00,2h 20m,non-stop,No check-in baggage included,3841.0,train
SpiceJet,2019-03-21,Delhi,Cochin,DEL → BLR → COK,2022-01-05 16:35:00,2022-01-05 22:50:00,6h 15m,1 stop,No info,4957.0,train
IndiGo,2019-09-03,Kolkata,Banglore,CCU → BLR,2022-01-05 21:25:00,2022-03-10 00:05:00,2h 40m,non-stop,No info,4148.0,train
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 22:50:00,2022-03-02 05:05:00,6h 15m,1 stop,No info,26890.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:10:00,2022-03-28 19:45:00,24h 35m,2 stops,In-flight meal not included,8834.0,train
IndiGo,2019-04-24,Delhi,Cochin,DEL → BLR → COK,2022-01-05 02:00:00,2022-01-05 07:45:00,5h 45m,1 stop,No info,5241.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → COK,2022-01-05 11:00:00,2022-01-05 14:15:00,3h 15m,non-stop,In-flight meal not included,7989.0,train
IndiGo,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-06-13 01:30:00,14h 55m,1 stop,No info,5883.0,train
Air Asia,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,2022-01-05 06:50:00,2022-01-05 10:30:00,3h 40m,1 stop,No info,6857.0,train
SpiceJet,2019-03-15,Banglore,New Delhi,BLR → HYD → DEL,2022-01-05 15:35:00,2022-01-05 23:40:00,8h 5m,1 stop,No info,5822.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 15:00:00,2022-06-10 04:25:00,13h 25m,1 stop,In-flight meal not included,10262.0,train
Jet Airways,2019-12-06,Mumbai,Hyderabad,BOM → HYD,2022-01-05 07:05:00,2022-01-05 08:30:00,1h 25m,non-stop,In-flight meal not included,4995.0,train
SpiceJet,2019-04-21,Banglore,Delhi,BLR → DEL,2022-01-05 09:30:00,2022-01-05 12:20:00,2h 50m,non-stop,No info,4991.0,train
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 05:45:00,2022-01-05 21:20:00,15h 35m,1 stop,No info,16736.0,train
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JDH → BOM → COK,2022-01-05 11:40:00,2022-01-05 19:00:00,7h 20m,2 stops,No info,18804.0,train
IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 08:35:00,2022-01-05 22:30:00,13h 55m,1 stop,No info,6442.0,train
Air India,2019-03-18,Kolkata,Banglore,CCU → BLR,2022-01-05 14:15:00,2022-01-05 16:45:00,2h 30m,non-stop,No info,5170.0,train
SpiceJet,2019-03-18,Banglore,New Delhi,BLR → DEL,2022-01-05 20:30:00,2022-01-05 23:20:00,2h 50m,non-stop,No info,4377.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → COK,2022-01-05 11:00:00,2022-01-05 14:15:00,3h 15m,non-stop,No info,9564.0,train
SpiceJet,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 05:55:00,2022-01-05 08:35:00,2h 40m,non-stop,No check-in baggage included,3573.0,train
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:30:00,2022-03-07 19:45:00,26h 15m,1 stop,No info,17024.0,train
Air Asia,2019-05-21,Banglore,Delhi,BLR → DEL,2022-01-05 04:55:00,2022-01-05 07:45:00,2h 50m,non-stop,No info,3383.0,train
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 14:05:00,2022-01-05 20:20:00,6h 15m,1 stop,No info,27992.0,train
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 08:20:00,2022-01-05 11:20:00,3h,non-stop,No info,7229.0,train
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 05:45:00,2022-01-05 10:25:00,4h 40m,1 stop,In-flight meal not included,9134.0,train
Air India,2019-06-21,Mumbai,Hyderabad,BOM → HYD,2022-01-05 15:00:00,2022-01-05 16:25:00,1h 25m,non-stop,No info,3100.0,train
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 21:00:00,12h,1 stop,No info,13727.0,train
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 07:10:00,2022-01-05 20:20:00,13h 10m,1 stop,No info,8452.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 19:00:00,9h,1 stop,No info,14714.0,train
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,2022-01-05 09:45:00,2022-01-05 15:55:00,6h 10m,1 stop,In-flight meal not included,7280.0,train
Air India,2019-06-03,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,2022-01-05 13:30:00,2022-01-05 16:55:00,3h 25m,2 stops,No info,18797.0,train
IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,2022-01-05 12:00:00,2022-01-05 13:30:00,1h 30m,non-stop,No info,2754.0,train
Air Asia,2019-03-06,Kolkata,Banglore,CCU → BLR,2022-01-05 22:50:00,2022-06-04 01:20:00,2h 30m,non-stop,No info,4409.0,train
IndiGo,2019-04-27,Delhi,Cochin,DEL → COK,2022-01-05 14:20:00,2022-01-05 17:35:00,3h 15m,non-stop,No info,5021.0,train
Jet Airways,2019-09-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 06:30:00,2022-01-05 08:00:00,1h 30m,non-stop,No info,8040.0,train
Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 19:15:00,10h 15m,1 stop,No info,10454.0,train
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 03:50:00,2022-01-05 12:35:00,8h 45m,1 stop,No info,10197.0,train
Air India,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 06:10:00,2022-01-05 08:55:00,2h 45m,non-stop,No info,5228.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-01-05 19:00:00,5h,1 stop,No info,14714.0,train
Air India,2019-03-15,Banglore,New Delhi,BLR → DEL,2022-01-05 06:10:00,2022-01-05 08:55:00,2h 45m,non-stop,No info,7276.0,train
IndiGo,2019-03-27,Delhi,Cochin,DEL → BBI → COK,2022-01-05 02:35:00,2022-01-05 08:30:00,5h 55m,1 stop,No info,7731.0,train
Air Asia,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,2022-01-05 19:55:00,2022-01-05 23:30:00,3h 35m,1 stop,No info,6857.0,train
Air India,2019-06-18,Banglore,Delhi,BLR → DEL,2022-01-05 05:45:00,2022-01-05 08:45:00,3h,non-stop,No info,6961.0,train
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,2022-01-05 10:45:00,2022-03-22 04:25:00,17h 40m,2 stops,In-flight meal not included,7791.0,train
IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,2022-01-05 10:10:00,2022-01-05 13:00:00,2h 50m,non-stop,No info,4777.0,train
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:15:00,2022-03-10 04:25:00,9h 10m,1 stop,No info,16289.0,train
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-04-02 04:40:00,9h 45m,1 stop,No info,12681.0,train
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,2022-01-05 18:25:00,2022-01-05 21:20:00,2h 55m,non-stop,No info,4823.0,train
Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 09:40:00,2022-06-10 12:35:00,26h 55m,2 stops,No info,13014.0,train
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 19:00:00,11h 55m,1 stop,In-flight meal not included,5406.0,train
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 19:00:00,11h 30m,1 stop,No info,9315.0,train
Air India,2019-09-05,Delhi,Cochin,DEL → MAA → COK,2022-01-05 12:30:00,2022-05-10 09:25:00,20h 55m,1 stop,No info,7480.0,train
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 14:05:00,2022-01-05 19:10:00,5h 5m,1 stop,No info,14815.0,train
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:30:00,2022-03-25 16:15:00,19h 45m,1 stop,No info,12173.0,train
Air India,2019-03-15,Banglore,New Delhi,BLR → CCU → BBI → DEL,2022-01-05 05:50:00,2022-01-05 23:45:00,17h 55m,2 stops,No info,7664.0,train
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → BOM → COK,2022-01-05 17:15:00,2022-06-07 19:15:00,26h,2 stops,No info,12777.0,train
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 19:15:00,11h 45m,1 stop,No info,8837.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-05-02 10:05:00,12h 55m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 19:50:00,13h 20m,1 stop,No info,14571.0,train
